timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,20094.638330413232,20152.166596048355,20037.11006477811,20094.638330413232,1333.5457421587305
2023-01-01 01:00:00+00:00,20094.638330413232,20191.185156501528,19691.500237706612,19786.566901865855,4164.1925556966025
2023-01-01 02:00:00+00:00,19786.566901865855,20065.29979482434,19735.413784798868,20013.559845454693,5226.762367728357
2023-01-01 03:00:00+00:00,20013.559845454693,20345.877096664008,19969.285283495657,20300.96672509397,2914.6423438463494
2023-01-01 04:00:00+00:00,20300.96672509397,20478.448677336048,19546.02619036191,19718.41516404108,1118.3136956032422
2023-01-01 05:00:00+00:00,19718.41516404108,19794.993104906483,19264.79141586131,19339.89936228536,4242.826159989372
2023-01-01 06:00:00+00:00,19339.89936228536,19462.231247082076,19257.766132701076,19379.928022654978,1299.9174732122854
2023-01-01 07:00:00+00:00,19379.928022654978,19408.948179698884,19262.220637279792,19291.107791918235,3478.6502503054185
2023-01-01 08:00:00+00:00,19291.107791918235,19372.445403066973,19207.810550640035,19289.139864363453,1912.694170543856
2023-01-01 09:00:00+00:00,19289.139864363453,19354.400128351805,18982.311588434914,19046.75178943088,1669.1676318536468
2023-01-01 10:00:00+00:00,19046.75178943088,19427.91433257277,18923.05521970213,19302.556473700628,2389.9912682336408
2023-01-01 11:00:00+00:00,19302.556473700628,19587.642629251754,19247.57289684718,19532.00546404013,2719.902251746435
2023-01-01 12:00:00+00:00,19532.00546404013,19730.190175123982,19356.309428626497,19554.293651025404,2160.069929249644
2023-01-01 13:00:00+00:00,19554.293651025404,20077.040646669742,19371.12859044722,19890.72424089477,4001.2081784473503
2023-01-01 14:00:00+00:00,19890.72424089477,20071.739372092154,19852.96210839305,20033.705792044613,2385.026014405693
2023-01-01 15:00:00+00:00,20033.705792044613,20073.104610883987,19741.207350022923,19780.1074355871,4866.33047340974
2023-01-01 16:00:00+00:00,19780.1074355871,19933.34352611035,19739.79680412752,19892.803227620174,3430.9298023321753
2023-01-01 17:00:00+00:00,19892.803227620174,20023.620754562773,19482.700913300447,19611.669671311076,2103.212878534912
2023-01-01 18:00:00+00:00,19611.669671311076,19916.47061523154,19570.529866313685,19874.77888060527,1933.3896912418331
2023-01-01 19:00:00+00:00,19874.77888060527,20047.121850301293,19690.639877981157,19862.879664326923,1307.996492549253
2023-01-01 20:00:00+00:00,19862.879664326923,20017.580583010218,19656.55319972917,19810.848879578192,3447.3689260111587
2023-01-01 21:00:00+00:00,19810.848879578192,19976.82971306401,19448.15472671091,19612.47351590953,2496.652781571421
2023-01-01 22:00:00+00:00,19612.47351590953,20093.01118978196,19500.004909031763,19978.443909309008,910.4165444818866
2023-01-01 23:00:00+00:00,19978.443909309008,20177.630891112512,19736.423088534633,19935.178712217108,2280.483050163604
2023-01-02 00:00:00+00:00,19935.178712217108,19963.039638075727,19782.792115678298,19810.4787638911,1899.76027353882
2023-01-02 01:00:00+00:00,19810.4787638911,19901.832502120313,19618.18564395693,19709.07175546126,6554.0522147893325
2023-01-02 02:00:00+00:00,19709.07175546126,19947.851581915183,19631.90226423495,19870.051784649895,1272.3370612452118
2023-01-02 03:00:00+00:00,19870.051784649895,20172.855940966663,19680.53501620299,19982.268867363488,1450.0083588657055
2023-01-02 04:00:00+00:00,19982.268867363488,20233.891011873315,19858.54368155007,20109.378793350254,5192.574075708283
2023-01-02 05:00:00+00:00,20109.378793350254,20409.90770102148,19943.36141902176,20242.788930133444,5874.531427039781
2023-01-02 06:00:00+00:00,20242.788930133444,20959.73486615342,20191.512513739282,20906.776522216085,2053.9263451860134
2023-01-02 07:00:00+00:00,20906.776522216085,21111.824066830133,20578.99709146939,20782.828995016713,2173.2023338402346
2023-01-02 08:00:00+00:00,20782.828995016713,20896.880087907677,20513.65181662836,20626.846917952207,4056.669915908658
2023-01-02 09:00:00+00:00,20626.846917952207,20739.119849974282,20268.723198686155,20379.650629273845,931.1776743287547
2023-01-02 10:00:00+00:00,20379.650629273845,20772.23896995236,20181.194354523035,20571.91047601281,1175.4462688492642
2023-01-02 11:00:00+00:00,20571.91047601281,21019.02506915363,20480.847037084277,20926.39248327314,2590.5702380071325
2023-01-02 12:00:00+00:00,20926.39248327314,21022.187757928255,20798.14320220994,20893.789228121666,6470.0899049600575
2023-01-02 13:00:00+00:00,20893.789228121666,21024.642314856614,20505.991951891127,20635.225713686425,2397.3876777400083
2023-01-02 14:00:00+00:00,20635.225713686425,20679.642490097034,20340.77698827151,20384.654416606565,3135.2631717252752
2023-01-02 15:00:00+00:00,20384.654416606565,20667.72903877526,20305.36278639705,20587.647810821276,5254.786404203413
2023-01-02 16:00:00+00:00,20587.647810821276,20878.610601022745,20531.260818940875,20821.58289022467,8547.912385158917
2023-01-02 17:00:00+00:00,20821.58289022467,21035.5758785836,20781.40657764168,20995.064823708257,2234.059835803133
2023-01-02 18:00:00+00:00,20995.064823708257,21179.722747941592,20606.788239010955,20789.639384580223,2955.968536696161
2023-01-02 19:00:00+00:00,20789.639384580223,20996.827806309833,20658.581903398685,20865.293403667587,7413.275146123117
2023-01-02 20:00:00+00:00,20865.293403667587,20993.36856210887,20777.073792983636,20904.981149448024,1392.5618152864622
2023-01-02 21:00:00+00:00,20904.981149448024,21074.945301846572,20807.187137626704,20976.815248358063,4983.015631673126
2023-01-02 22:00:00+00:00,20976.815248358063,21359.807637137405,20874.37138336116,21256.000324073335,1791.560369325849
2023-01-02 23:00:00+00:00,21256.000324073335,21473.49030659339,21113.62035076157,21330.610568301385,3137.671312526754
2023-01-03 00:00:00+00:00,21330.610568301385,21753.49486890654,21131.362944944824,21552.17760458716,2640.412611861768
2023-01-03 01:00:00+00:00,21552.17760458716,21779.991000846236,21349.694538723492,21577.272171114062,1846.4020741280253
2023-01-03 02:00:00+00:00,21577.272171114062,21772.3445380056,21479.668937986677,21674.302395661525,1823.3833470004233
2023-01-03 03:00:00+00:00,21674.302395661525,21970.53394565708,21588.399286214113,21883.800519278877,3422.775950064306
2023-01-03 04:00:00+00:00,21883.800519278877,21994.51982451291,21305.53850875116,21413.880290887362,4903.819469748799
2023-01-03 05:00:00+00:00,21413.880290887362,21544.749251789686,21184.379542926825,21314.64201824851,2793.72720321557
2023-01-03 06:00:00+00:00,21314.64201824851,21424.548011408253,21058.80925110154,21167.958893085553,3087.313515785813
